image,mask
dataset/activefire/images/patches/LC08_L1TP_136019_20200830_20200830_01_RT_p00642.tif,dataset/activefire/masks/voting/LC08_L1TP_136019_20200830_20200830_01_RT_voting_p00642.tif
dataset/activefire/images/patches/LC08_L1TP_121015_20200821_20200821_01_RT_p00523.tif,dataset/activefire/masks/voting/LC08_L1TP_121015_20200821_20200821_01_RT_voting_p00523.tif
dataset/activefire/images/patches/LC08_L1TP_220074_20200810_20200810_01_RT_p00347.tif,dataset/activefire/masks/voting/LC08_L1TP_220074_20200810_20200810_01_RT_voting_p00347.tif
dataset/activefire/images/patches/LC08_L1TP_227072_20200811_20200811_01_RT_p00730.tif,dataset/activefire/masks/voting/LC08_L1TP_227072_20200811_20200811_01_RT_voting_p00730.tif
dataset/Land8Fire/images/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_02304_02304.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_041035_20200921_20200921_01_RT_patch_02304_02304.png
dataset/activefire/images/patches/LC08_L1TP_099068_20200827_20200827_01_RT_p00616.tif,dataset/activefire/masks/voting/LC08_L1TP_099068_20200827_20200827_01_RT_voting_p00616.tif
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_04864_03584.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_04864_03584.png
dataset/activefire/images/patches/LC08_L1TP_134015_20200816_20200816_01_RT_p00472.tif,dataset/activefire/masks/voting/LC08_L1TP_134015_20200816_20200816_01_RT_voting_p00472.tif
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02048_02048.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_02048_02048.png
dataset/activefire/images/patches/LC08_L1TP_124017_20200826_20200826_01_RT_p00687.tif,dataset/activefire/masks/voting/LC08_L1TP_124017_20200826_20200826_01_RT_voting_p00687.tif
dataset/activefire/images/patches/LC08_L1TP_227065_20200811_20200811_01_RT_p00493.tif,dataset/activefire/masks/voting/LC08_L1TP_227065_20200811_20200811_01_RT_voting_p00493.tif
dataset/activefire/images/patches/LC08_L1TP_134019_20200816_20200816_01_RT_p00198.tif,dataset/activefire/masks/voting/LC08_L1TP_134019_20200816_20200816_01_RT_voting_p00198.tif
dataset/activefire/images/patches/LC08_L1TP_119016_20200823_20200823_01_RT_p00903.tif,dataset/activefire/masks/voting/LC08_L1TP_119016_20200823_20200823_01_RT_voting_p00903.tif
dataset/activefire/images/patches/LC08_L1TP_170082_20200812_20200812_01_RT_p00843.tif,dataset/activefire/masks/voting/LC08_L1TP_170082_20200812_20200812_01_RT_voting_p00843.tif
dataset/activefire/images/patches/LC08_L1GT_182060_20200816_20200816_01_RT_p00462.tif,dataset/activefire/masks/voting/LC08_L1GT_182060_20200816_20200816_01_RT_voting_p00462.tif
dataset/activefire/images/patches/LC08_L1TP_181063_20200809_20200809_01_RT_p00442.tif,dataset/activefire/masks/voting/LC08_L1TP_181063_20200809_20200809_01_RT_voting_p00442.tif
dataset/activefire/images/patches/LC08_L1TP_133015_20200825_20200825_01_RT_p00778.tif,dataset/activefire/masks/voting/LC08_L1TP_133015_20200825_20200825_01_RT_voting_p00778.tif
dataset/activefire/images/patches/LC08_L1TP_136018_20200830_20200830_01_RT_p00404.tif,dataset/activefire/masks/voting/LC08_L1TP_136018_20200830_20200830_01_RT_voting_p00404.tif
dataset/activefire/images/patches/LC08_L1TP_134015_20200816_20200816_01_RT_p00540.tif,dataset/activefire/masks/voting/LC08_L1TP_134015_20200816_20200816_01_RT_voting_p00540.tif
dataset/activefire/images/patches/LC08_L1TP_172068_20200810_20200810_01_RT_p00735.tif,dataset/activefire/masks/voting/LC08_L1TP_172068_20200810_20200810_01_RT_voting_p00735.tif
dataset/activefire/images/patches/LC08_L1TP_099069_20200827_20200827_01_RT_p00759.tif,dataset/activefire/masks/voting/LC08_L1TP_099069_20200827_20200827_01_RT_voting_p00759.tif
dataset/activefire/images/patches/LC08_L1TP_173069_20200817_20200817_01_RT_p00426.tif,dataset/activefire/masks/voting/LC08_L1TP_173069_20200817_20200817_01_RT_voting_p00426.tif
dataset/activefire/images/patches/LC08_L1TP_119029_20200807_20200807_01_RT_p00731.tif,dataset/activefire/masks/voting/LC08_L1TP_119029_20200807_20200807_01_RT_voting_p00731.tif
dataset/activefire/images/patches/LC08_L1TP_174072_20200808_20200808_01_RT_p00510.tif,dataset/activefire/masks/voting/LC08_L1TP_174072_20200808_20200808_01_RT_voting_p00510.tif
dataset/Land8Fire/images/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03072_06400.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03072_06400.png
dataset/activefire/images/patches/LC08_L1TP_125053_20200817_20200817_01_RT_p00844.tif,dataset/activefire/masks/voting/LC08_L1TP_125053_20200817_20200817_01_RT_voting_p00844.tif
dataset/activefire/images/patches/LC08_L1TP_170069_20200812_20200812_01_RT_p00252.tif,dataset/activefire/masks/voting/LC08_L1TP_170069_20200812_20200812_01_RT_voting_p00252.tif
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03072_06144.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03072_06144.png
dataset/activefire/images/patches/LC08_L1TP_227077_20200811_20200811_01_RT_p00710.tif,dataset/activefire/masks/voting/LC08_L1TP_227077_20200811_20200811_01_RT_voting_p00710.tif
dataset/Land8Fire/images/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_03584_01536.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117016_20200926_20200926_01_RT_patch_03584_01536.png
dataset/activefire/images/patches/LC08_L1GT_120016_20200830_20200830_01_RT_p00745.tif,dataset/activefire/masks/voting/LC08_L1GT_120016_20200830_20200830_01_RT_voting_p00745.tif
dataset/activefire/images/patches/LC08_L1TP_179068_20200811_20200811_01_RT_p00253.tif,dataset/activefire/masks/voting/LC08_L1TP_179068_20200811_20200811_01_RT_voting_p00253.tif
dataset/activefire/images/patches/LC08_L1TP_153029_20200821_20200821_01_RT_p00229.tif,dataset/activefire/masks/voting/LC08_L1TP_153029_20200821_20200821_01_RT_voting_p00229.tif
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_03840_02304.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200917_20200917_01_RT_patch_03840_02304.png
dataset/activefire/images/patches/LC08_L1TP_174024_20200808_20200808_01_RT_p00808.tif,dataset/activefire/masks/voting/LC08_L1TP_174024_20200808_20200808_01_RT_voting_p00808.tif
dataset/activefire/images/patches/LC08_L1TP_170023_20200812_20200812_01_RT_p00790.tif,dataset/activefire/masks/voting/LC08_L1TP_170023_20200812_20200812_01_RT_voting_p00790.tif
dataset/activefire/images/patches/LC08_L1TP_100072_20200818_20200818_01_RT_p00300.tif,dataset/activefire/masks/voting/LC08_L1TP_100072_20200818_20200818_01_RT_voting_p00300.tif
dataset/Land8Fire/images/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_05376_05120.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_05376_05120.png
dataset/activefire/images/patches/LC08_L1TP_034032_20200819_20200820_01_RT_p00364.tif,dataset/activefire/masks/voting/LC08_L1TP_034032_20200819_20200820_01_RT_voting_p00364.tif
dataset/activefire/images/patches/LC08_L1TP_136015_20200830_20200830_01_RT_p01064.tif,dataset/activefire/masks/voting/LC08_L1TP_136015_20200830_20200830_01_RT_voting_p01064.tif
dataset/activefire/images/patches/LC08_L1TP_166066_20200816_20200816_01_RT_p00322.tif,dataset/activefire/masks/voting/LC08_L1TP_166066_20200816_20200816_01_RT_voting_p00322.tif
dataset/activefire/images/patches/LC08_L1TP_136018_20200830_20200830_01_RT_p00731.tif,dataset/activefire/masks/voting/LC08_L1TP_136018_20200830_20200830_01_RT_voting_p00731.tif
dataset/activefire/images/patches/LC08_L1TP_175072_20200815_20200815_01_RT_p00368.tif,dataset/activefire/masks/voting/LC08_L1TP_175072_20200815_20200815_01_RT_voting_p00368.tif
dataset/activefire/images/patches/LC08_L1TP_121029_20200821_20200821_01_RT_p00798.tif,dataset/activefire/masks/voting/LC08_L1TP_121029_20200821_20200821_01_RT_voting_p00798.tif
dataset/activefire/images/patches/LC08_L1TP_166038_20200816_20200816_01_RT_p00274.tif,dataset/activefire/masks/voting/LC08_L1TP_166038_20200816_20200816_01_RT_voting_p00274.tif
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_04352_02816.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_04352_02816.png
dataset/activefire/images/patches/LC08_L1TP_121015_20200821_20200821_01_RT_p00454.tif,dataset/activefire/masks/voting/LC08_L1TP_121015_20200821_20200821_01_RT_voting_p00454.tif
dataset/activefire/images/patches/LC08_L1TP_135015_20200823_20200823_01_RT_p00773.tif,dataset/activefire/masks/voting/LC08_L1TP_135015_20200823_20200823_01_RT_voting_p00773.tif
dataset/activefire/images/patches/LC08_L1TP_170068_20200812_20200812_01_RT_p00084.tif,dataset/activefire/masks/voting/LC08_L1TP_170068_20200812_20200812_01_RT_voting_p00084.tif
dataset/activefire/images/patches/LC08_L1TP_133018_20200825_20200825_01_RT_p00382.tif,dataset/activefire/masks/voting/LC08_L1TP_133018_20200825_20200825_01_RT_voting_p00382.tif
dataset/activefire/images/patches/LC08_L1TP_124032_20200810_20200810_01_RT_p00683.tif,dataset/activefire/masks/voting/LC08_L1TP_124032_20200810_20200810_01_RT_voting_p00683.tif
dataset/activefire/images/patches/LC08_L1TP_118029_20200816_20200816_01_RT_p00562.tif,dataset/activefire/masks/voting/LC08_L1TP_118029_20200816_20200816_01_RT_voting_p00562.tif
dataset/Land8Fire/images/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03072_05632.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03072_05632.png
dataset/activefire/images/patches/LC08_L1TP_224080_20200806_20200807_01_RT_p00508.tif,dataset/activefire/masks/voting/LC08_L1TP_224080_20200806_20200807_01_RT_voting_p00508.tif
dataset/activefire/images/patches/LC08_L1TP_120017_20200830_20200830_01_RT_p00872.tif,dataset/activefire/masks/voting/LC08_L1TP_120017_20200830_20200830_01_RT_voting_p00872.tif
dataset/Land8Fire/images/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_06400_01792.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227071_20200912_20200912_01_RT_patch_06400_01792.png
dataset/activefire/images/patches/LC08_L1TP_135019_20200823_20200823_01_RT_p00785.tif,dataset/activefire/masks/voting/LC08_L1TP_135019_20200823_20200823_01_RT_voting_p00785.tif
dataset/activefire/images/patches/LC08_L1TP_135015_20200807_20200807_01_RT_p00588.tif,dataset/activefire/masks/voting/LC08_L1TP_135015_20200807_20200807_01_RT_voting_p00588.tif
dataset/activefire/images/patches/LC08_L1TP_037037_20200824_20200824_01_RT_p00880.tif,dataset/activefire/masks/voting/LC08_L1TP_037037_20200824_20200824_01_RT_voting_p00880.tif
dataset/activefire/images/patches/LC08_L1TP_125052_20200817_20200817_01_RT_p00707.tif,dataset/activefire/masks/voting/LC08_L1TP_125052_20200817_20200817_01_RT_voting_p00707.tif
dataset/Land8Fire/images/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_02304_01536.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_117017_20200926_20200926_01_RT_patch_02304_01536.png
dataset/activefire/images/patches/LC08_L1TP_119014_20200807_20200807_01_RT_p00298.tif,dataset/activefire/masks/voting/LC08_L1TP_119014_20200807_20200807_01_RT_voting_p00298.tif
dataset/activefire/images/patches/LC08_L1TP_117019_20200825_20200825_01_RT_p00237.tif,dataset/activefire/masks/voting/LC08_L1TP_117019_20200825_20200825_01_RT_voting_p00237.tif
dataset/activefire/images/patches/LC08_L1TP_175068_20200815_20200815_01_RT_p00315.tif,dataset/activefire/masks/voting/LC08_L1TP_175068_20200815_20200815_01_RT_voting_p00315.tif
dataset/activefire/images/patches/LC08_L1TP_118017_20200816_20200816_01_RT_p00674.tif,dataset/activefire/masks/voting/LC08_L1TP_118017_20200816_20200816_01_RT_voting_p00674.tif
dataset/activefire/images/patches/LC08_L1TP_121016_20200821_20200821_01_RT_p00732.tif,dataset/activefire/masks/voting/LC08_L1TP_121016_20200821_20200821_01_RT_voting_p00732.tif
dataset/activefire/images/patches/LC08_L1TP_104068_20200830_20200830_01_RT_p00423.tif,dataset/activefire/masks/voting/LC08_L1TP_104068_20200830_20200830_01_RT_voting_p00423.tif
dataset/activefire/images/patches/LC08_L1TP_135014_20200823_20200823_01_RT_p00558.tif,dataset/activefire/masks/voting/LC08_L1TP_135014_20200823_20200823_01_RT_voting_p00558.tif
dataset/activefire/images/patches/LC08_L1TP_106069_20200828_20200828_01_RT_p00674.tif,dataset/activefire/masks/voting/LC08_L1TP_106069_20200828_20200828_01_RT_voting_p00674.tif
dataset/activefire/images/patches/LC08_L1TP_131015_20200827_20200827_01_RT_p00151.tif,dataset/activefire/masks/voting/LC08_L1TP_131015_20200827_20200827_01_RT_voting_p00151.tif
dataset/activefire/images/patches/LC08_L1TP_136018_20200830_20200830_01_RT_p00298.tif,dataset/activefire/masks/voting/LC08_L1TP_136018_20200830_20200830_01_RT_voting_p00298.tif
dataset/activefire/images/patches/LC08_L1TP_141017_20200817_20200817_01_RT_p00456.tif,dataset/activefire/masks/voting/LC08_L1TP_141017_20200817_20200817_01_RT_voting_p00456.tif
dataset/activefire/images/patches/LC08_L1TP_172070_20200810_20200810_01_RT_p00349.tif,dataset/activefire/masks/voting/LC08_L1TP_172070_20200810_20200810_01_RT_voting_p00349.tif
dataset/activefire/images/patches/LC08_L1TP_033036_20200812_20200812_01_RT_p00588.tif,dataset/activefire/masks/voting/LC08_L1TP_033036_20200812_20200812_01_RT_voting_p00588.tif
dataset/activefire/images/patches/LC08_L1TP_099069_20200827_20200827_01_RT_p00850.tif,dataset/activefire/masks/voting/LC08_L1TP_099069_20200827_20200827_01_RT_voting_p00850.tif
dataset/activefire/images/patches/LC08_L1TP_227071_20200811_20200811_01_RT_p00150.tif,dataset/activefire/masks/voting/LC08_L1TP_227071_20200811_20200811_01_RT_voting_p00150.tif
dataset/Land8Fire/images/patches/LC08_L1TP_157012_20200918_20200918_01_RT_patch_03328_03584.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_157012_20200918_20200918_01_RT_patch_03328_03584.png
dataset/activefire/images/patches/LC08_L1TP_170069_20200812_20200812_01_RT_p00219.tif,dataset/activefire/masks/voting/LC08_L1TP_170069_20200812_20200812_01_RT_voting_p00219.tif
dataset/activefire/images/patches/LC08_L1TP_166039_20200816_20200816_01_RT_p00784.tif,dataset/activefire/masks/voting/LC08_L1TP_166039_20200816_20200816_01_RT_voting_p00784.tif
dataset/activefire/images/patches/LC08_L1TP_143018_20200815_20200815_01_RT_p00843.tif,dataset/activefire/masks/voting/LC08_L1TP_143018_20200815_20200815_01_RT_voting_p00843.tif
dataset/activefire/images/patches/LC08_L1TP_173066_20200817_20200817_01_RT_p00486.tif,dataset/activefire/masks/voting/LC08_L1TP_173066_20200817_20200817_01_RT_voting_p00486.tif
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_04608_05632.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_04608_05632.png
dataset/activefire/images/patches/LC08_L1TP_119016_20200823_20200823_01_RT_p00440.tif,dataset/activefire/masks/voting/LC08_L1TP_119016_20200823_20200823_01_RT_voting_p00440.tif
dataset/activefire/images/patches/LC08_L1TP_136015_20200830_20200830_01_RT_p00731.tif,dataset/activefire/masks/voting/LC08_L1TP_136015_20200830_20200830_01_RT_voting_p00731.tif
dataset/activefire/images/patches/LC08_L1TP_099070_20200827_20200827_01_RT_p00791.tif,dataset/activefire/masks/voting/LC08_L1TP_099070_20200827_20200827_01_RT_voting_p00791.tif
dataset/activefire/images/patches/LC08_L1TP_136015_20200830_20200830_01_RT_p01034.tif,dataset/activefire/masks/voting/LC08_L1TP_136015_20200830_20200830_01_RT_voting_p01034.tif
dataset/activefire/images/patches/LC08_L1TP_170076_20200812_20200812_01_RT_p00743.tif,dataset/activefire/masks/voting/LC08_L1TP_170076_20200812_20200812_01_RT_voting_p00743.tif
dataset/activefire/images/patches/LC08_L1TP_099069_20200827_20200827_01_RT_p00728.tif,dataset/activefire/masks/voting/LC08_L1TP_099069_20200827_20200827_01_RT_voting_p00728.tif
dataset/activefire/images/patches/LC08_L1TP_118016_20200816_20200816_01_RT_p00620.tif,dataset/activefire/masks/voting/LC08_L1TP_118016_20200816_20200816_01_RT_voting_p00620.tif
dataset/activefire/images/patches/LC08_L1TP_136015_20200830_20200830_01_RT_p01035.tif,dataset/activefire/masks/voting/LC08_L1TP_136015_20200830_20200830_01_RT_voting_p01035.tif
dataset/activefire/images/patches/LC08_L1TP_118028_20200816_20200816_01_RT_p00138.tif,dataset/activefire/masks/voting/LC08_L1TP_118028_20200816_20200816_01_RT_voting_p00138.tif
dataset/activefire/images/patches/LC08_L1TP_172068_20200810_20200810_01_RT_p00348.tif,dataset/activefire/masks/voting/LC08_L1TP_172068_20200810_20200810_01_RT_voting_p00348.tif
dataset/activefire/images/patches/LC08_L1TP_135015_20200823_20200823_01_RT_p00873.tif,dataset/activefire/masks/voting/LC08_L1TP_135015_20200823_20200823_01_RT_voting_p00873.tif
dataset/activefire/images/patches/LC08_L1TP_175068_20200815_20200815_01_RT_p00417.tif,dataset/activefire/masks/voting/LC08_L1TP_175068_20200815_20200815_01_RT_voting_p00417.tif
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05120_03328.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05120_03328.png
dataset/activefire/images/patches/LC08_L1TP_125052_20200817_20200817_01_RT_p00741.tif,dataset/activefire/masks/voting/LC08_L1TP_125052_20200817_20200817_01_RT_voting_p00741.tif
dataset/activefire/images/patches/LC08_L1TP_173067_20200817_20200817_01_RT_p00545.tif,dataset/activefire/masks/voting/LC08_L1TP_173067_20200817_20200817_01_RT_voting_p00545.tif
dataset/activefire/images/patches/LC08_L1TP_170024_20200812_20200812_01_RT_p00821.tif,dataset/activefire/masks/voting/LC08_L1TP_170024_20200812_20200812_01_RT_voting_p00821.tif
dataset/activefire/images/patches/LC08_L1TP_166066_20200816_20200816_01_RT_p00268.tif,dataset/activefire/masks/voting/LC08_L1TP_166066_20200816_20200816_01_RT_voting_p00268.tif
dataset/activefire/images/patches/LC08_L1TP_128016_20200822_20200822_01_RT_p00337.tif,dataset/activefire/masks/voting/LC08_L1TP_128016_20200822_20200822_01_RT_voting_p00337.tif
dataset/activefire/images/patches/LC08_L1TP_010061_20200811_20200811_01_RT_p00675.tif,dataset/activefire/masks/voting/LC08_L1TP_010061_20200811_20200811_01_RT_voting_p00675.tif
dataset/activefire/images/patches/LC08_L1TP_136018_20200830_20200830_01_RT_p00299.tif,dataset/activefire/masks/voting/LC08_L1TP_136018_20200830_20200830_01_RT_voting_p00299.tif
dataset/activefire/images/patches/LC08_L1TP_099069_20200827_20200827_01_RT_p00696.tif,dataset/activefire/masks/voting/LC08_L1TP_099069_20200827_20200827_01_RT_voting_p00696.tif
dataset/activefire/images/patches/LC08_L1TP_121028_20200821_20200821_01_RT_p00852.tif,dataset/activefire/masks/voting/LC08_L1TP_121028_20200821_20200821_01_RT_voting_p00852.tif
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_01024_02816.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_01024_02816.png
dataset/activefire/images/patches/LC08_L1TP_220064_20200810_20200810_01_RT_p00181.tif,dataset/activefire/masks/voting/LC08_L1TP_220064_20200810_20200810_01_RT_voting_p00181.tif
dataset/activefire/images/patches/LC08_L1TP_166066_20200816_20200816_01_RT_p00442.tif,dataset/activefire/masks/voting/LC08_L1TP_166066_20200816_20200816_01_RT_voting_p00442.tif
dataset/activefire/images/patches/LC08_L1TP_136018_20200830_20200830_01_RT_p00586.tif,dataset/activefire/masks/voting/LC08_L1TP_136018_20200830_20200830_01_RT_voting_p00586.tif
dataset/activefire/images/patches/LC08_L1TP_010063_20200827_20200827_01_RT_p00543.tif,dataset/activefire/masks/voting/LC08_L1TP_010063_20200827_20200827_01_RT_voting_p00543.tif
dataset/activefire/images/patches/LC08_L1TP_133015_20200825_20200825_01_RT_p00143.tif,dataset/activefire/masks/voting/LC08_L1TP_133015_20200825_20200825_01_RT_voting_p00143.tif
dataset/Land8Fire/images/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03328_06400.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03328_06400.png
dataset/Land8Fire/images/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_05376_04864.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_119017_20200924_20200924_01_RT_patch_05376_04864.png
dataset/activefire/images/patches/LC08_L1TP_106068_20200828_20200828_01_RT_p00173.tif,dataset/activefire/masks/voting/LC08_L1TP_106068_20200828_20200828_01_RT_voting_p00173.tif
dataset/activefire/images/patches/LC08_L1TP_175072_20200815_20200815_01_RT_p00551.tif,dataset/activefire/masks/voting/LC08_L1TP_175072_20200815_20200815_01_RT_voting_p00551.tif
dataset/activefire/images/patches/LC08_L1TP_136018_20200814_20200814_01_RT_p00762.tif,dataset/activefire/masks/voting/LC08_L1TP_136018_20200814_20200814_01_RT_voting_p00762.tif
dataset/activefire/images/patches/LC08_L1TP_143014_20200815_20200815_01_RT_p00441.tif,dataset/activefire/masks/voting/LC08_L1TP_143014_20200815_20200815_01_RT_voting_p00441.tif
dataset/activefire/images/patches/LC08_L1TP_130033_20200820_20200820_01_RT_p00728.tif,dataset/activefire/masks/voting/LC08_L1TP_130033_20200820_20200820_01_RT_voting_p00728.tif
dataset/activefire/images/patches/LC08_L1TP_227081_20200811_20200811_01_RT_p00768.tif,dataset/activefire/masks/voting/LC08_L1TP_227081_20200811_20200811_01_RT_voting_p00768.tif
dataset/activefire/images/patches/LC08_L1TP_135015_20200807_20200807_01_RT_p00871.tif,dataset/activefire/masks/voting/LC08_L1TP_135015_20200807_20200807_01_RT_voting_p00871.tif
dataset/activefire/images/patches/LC08_L1TP_137014_20200821_20200821_01_RT_p00764.tif,dataset/activefire/masks/voting/LC08_L1TP_137014_20200821_20200821_01_RT_voting_p00764.tif
dataset/activefire/images/patches/LC08_L1TP_173072_20200817_20200817_01_RT_p00361.tif,dataset/activefire/masks/voting/LC08_L1TP_173072_20200817_20200817_01_RT_voting_p00361.tif
dataset/activefire/images/patches/LC08_L1TP_121027_20200821_20200821_01_RT_p00841.tif,dataset/activefire/masks/voting/LC08_L1TP_121027_20200821_20200821_01_RT_voting_p00841.tif
dataset/activefire/images/patches/LC08_L1TP_026024_20200811_20200812_01_RT_p00691.tif,dataset/activefire/masks/voting/LC08_L1TP_026024_20200811_20200812_01_RT_voting_p00691.tif
dataset/activefire/images/patches/LC08_L1TP_174066_20200808_20200808_01_RT_p00767.tif,dataset/activefire/masks/voting/LC08_L1TP_174066_20200808_20200808_01_RT_voting_p00767.tif
dataset/activefire/images/patches/LC08_L1TP_126015_20200824_20200824_01_RT_p00307.tif,dataset/activefire/masks/voting/LC08_L1TP_126015_20200824_20200824_01_RT_voting_p00307.tif
dataset/Land8Fire/images/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03328_05120.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_046029_20200908_20200908_01_RT_patch_03328_05120.png
dataset/activefire/images/patches/LC08_L1TP_173069_20200817_20200817_01_RT_p00696.tif,dataset/activefire/masks/voting/LC08_L1TP_173069_20200817_20200817_01_RT_voting_p00696.tif
dataset/activefire/images/patches/LC08_L1TP_174027_20200808_20200808_01_RT_p00116.tif,dataset/activefire/masks/voting/LC08_L1TP_174027_20200808_20200808_01_RT_voting_p00116.tif
dataset/activefire/images/patches/LC08_L1TP_173070_20200817_20200817_01_RT_p00115.tif,dataset/activefire/masks/voting/LC08_L1TP_173070_20200817_20200817_01_RT_voting_p00115.tif
dataset/activefire/images/patches/LC08_L1TP_166066_20200816_20200816_01_RT_p00328.tif,dataset/activefire/masks/voting/LC08_L1TP_166066_20200816_20200816_01_RT_voting_p00328.tif
dataset/activefire/images/patches/LC08_L1TP_169035_20200821_20200821_01_RT_p00239.tif,dataset/activefire/masks/voting/LC08_L1TP_169035_20200821_20200821_01_RT_voting_p00239.tif
dataset/activefire/images/patches/LC08_L1TP_172068_20200810_20200810_01_RT_p00256.tif,dataset/activefire/masks/voting/LC08_L1TP_172068_20200810_20200810_01_RT_voting_p00256.tif
dataset/activefire/images/patches/LC08_L1TP_106069_20200828_20200828_01_RT_p00667.tif,dataset/activefire/masks/voting/LC08_L1TP_106069_20200828_20200828_01_RT_voting_p00667.tif
dataset/activefire/images/patches/LC08_L1TP_126033_20200824_20200824_01_RT_p00846.tif,dataset/activefire/masks/voting/LC08_L1TP_126033_20200824_20200824_01_RT_voting_p00846.tif
dataset/activefire/images/patches/LC08_L1TP_123015_20200819_20200819_01_RT_p00910.tif,dataset/activefire/masks/voting/LC08_L1TP_123015_20200819_20200819_01_RT_voting_p00910.tif
dataset/activefire/images/patches/LC08_L1TP_130013_20200820_20200820_01_RT_p00777.tif,dataset/activefire/masks/voting/LC08_L1TP_130013_20200820_20200820_01_RT_voting_p00777.tif
dataset/activefire/images/patches/LC08_L1TP_121015_20200821_20200821_01_RT_p00520.tif,dataset/activefire/masks/voting/LC08_L1TP_121015_20200821_20200821_01_RT_voting_p00520.tif
dataset/activefire/images/patches/LC08_L1TP_104070_20200830_20200830_01_RT_p00313.tif,dataset/activefire/masks/voting/LC08_L1TP_104070_20200830_20200830_01_RT_voting_p00313.tif
dataset/activefire/images/patches/LC08_L1TP_121015_20200821_20200821_01_RT_p00250.tif,dataset/activefire/masks/voting/LC08_L1TP_121015_20200821_20200821_01_RT_voting_p00250.tif
dataset/Land8Fire/images/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05120_03584.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_045032_20200901_20200901_01_RT_patch_05120_03584.png
dataset/activefire/images/patches/LC08_L1TP_136015_20200830_20200830_01_RT_p00762.tif,dataset/activefire/masks/voting/LC08_L1TP_136015_20200830_20200830_01_RT_voting_p00762.tif
dataset/activefire/images/patches/LC08_L1TP_179070_20200811_20200811_01_RT_p00879.tif,dataset/activefire/masks/voting/LC08_L1TP_179070_20200811_20200811_01_RT_voting_p00879.tif
dataset/activefire/images/patches/LC08_L1TP_128014_20200822_20200822_01_RT_p00381.tif,dataset/activefire/masks/voting/LC08_L1TP_128014_20200822_20200822_01_RT_voting_p00381.tif
dataset/Land8Fire/images/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03328_06400.tif,dataset/Land8Fire/masks/patches/LC08_L1TP_227072_20200912_20200912_01_RT_patch_03328_06400.png
dataset/activefire/images/patches/LC08_L1TP_173072_20200817_20200817_01_RT_p00267.tif,dataset/activefire/masks/voting/LC08_L1TP_173072_20200817_20200817_01_RT_voting_p00267.tif
dataset/activefire/images/patches/LC08_L1TP_170081_20200812_20200812_01_RT_p00769.tif,dataset/activefire/masks/voting/LC08_L1TP_170081_20200812_20200812_01_RT_voting_p00769.tif
